,location,city,country,utc,local,parameter,value,unit,latitude,longitude,attribution
74,"Govt. High School Shikarpur, Patna - BSPCB",Patna,IN,2020-06-23T08:45:00.000Z,2020-06-23T14:15:00+05:30,co,700.0,µg/m³,25.592539000000002,85.227158,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
75,"Govt. High School Shikarpur, Patna - BSPCB",Patna,IN,2020-06-23T08:45:00.000Z,2020-06-23T14:15:00+05:30,no2,0.0,µg/m³,25.592539000000002,85.227158,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
76,"Govt. High School Shikarpur, Patna - BSPCB",Patna,IN,2020-06-23T08:45:00.000Z,2020-06-23T14:15:00+05:30,pm10,62.63,µg/m³,25.592539000000002,85.227158,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
77,"Govt. High School Shikarpur, Patna - BSPCB",Patna,IN,2020-06-23T08:45:00.000Z,2020-06-23T14:15:00+05:30,so2,1.21,µg/m³,25.592539000000002,85.227158,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
78,"Govt. High School Shikarpur, Patna - BSPCB",Patna,IN,2020-06-23T08:30:00.000Z,2020-06-23T14:00:00+05:30,pm10,73.14,µg/m³,25.592539000000002,85.227158,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
79,"Govt. High School Shikarpur, Patna - BSPCB",Patna,IN,2020-06-23T08:30:00.000Z,2020-06-23T14:00:00+05:30,o3,14.73,µg/m³,25.592539000000002,85.227158,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
80,"Govt. High School Shikarpur, Patna - BSPCB",Patna,IN,2020-06-23T08:30:00.000Z,2020-06-23T14:00:00+05:30,so2,0.42,µg/m³,25.592539000000002,85.227158,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
81,"Govt. High School Shikarpur, Patna - BSPCB",Patna,IN,2020-06-23T08:30:00.000Z,2020-06-23T14:00:00+05:30,co,700.0,µg/m³,25.592539000000002,85.227158,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
82,"Govt. High School Shikarpur, Patna - BSPCB",Patna,IN,2020-06-23T08:30:00.000Z,2020-06-23T14:00:00+05:30,no2,0.0,µg/m³,25.592539000000002,85.227158,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
83,"Govt. High School Shikarpur, Patna - BSPCB",Patna,IN,2020-06-23T08:30:00.000Z,2020-06-23T14:00:00+05:30,pm25,14.26,µg/m³,25.592539000000002,85.227158,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
84,"Govt. High School Shikarpur, Patna - BSPCB",Patna,IN,2020-06-23T06:30:00.000Z,2020-06-23T12:00:00+05:30,co,980.0,µg/m³,25.592539000000002,85.227158,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
